"","Number.of.Vehicles","Accident.Date","Time..24hr.","X1st.Road.Class","Road.Surface","Lighting.Conditions","Daylight.Dark","Weather.Conditions","Type.of.Vehicle","Casualty.Class","Casualty.Severity","Sex.of.Casualty","Age.of.Casualty"
"27",2,2017-02-02,2200,"A58","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",22
"28",1,2017-02-03,1806,"A646","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Female",14
"29",3,2017-02-04,612,"A6033","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Male",26
"30",2,2017-02-04,1310,"A644","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,1,3,"Female",65
"31",1,2017-02-04,1730,"A646","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Male",NA
"32",2,2017-02-05,1227,"A62","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",51
"33",1,2017-02-07,921,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",67
"34",2,2017-02-07,1423,"B6114","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",28
"35",2,2017-02-07,1546,"A6319","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",34
"36",1,2017-02-06,1900,"U","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Female",14
"37",1,2017-02-08,833,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",13
"38",1,2017-02-08,1430,"A629","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Female",76
"39",1,2017-02-08,1730,"U","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",3,3,3,"Female",45
"40",2,2017-02-08,1830,"U","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Female",30
"41",4,2017-02-11,605,"B6112","Snow","Darkness: Street Lights Present::On","Dark","Snowing, no high winds",9,1,3,"Male",35
"42",3,2017-02-12,1338,"M62","Wet/Damp","Daylight: Street Lights Present","Daylight","Snowing, high winds",9,1,3,"Male",57
"43",3,2017-02-12,1450,"A644","Wet/Damp","Daylight: Street Lights Present","Daylight","Snowing, no high winds",9,1,3,"Male",26
"44",2,2017-02-13,2243,"A58","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",24
"45",2,2017-02-15,1225,"A646","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Male",68
"46",2,2017-02-15,1430,"A646","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",53
"47",1,2017-02-15,1854,"U","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,3,"Female",11
"48",2,2017-02-18,1440,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",25
"49",1,2017-02-18,2330,"U","Wet/Damp","Darkness: No Street Lights Present",NA,"Fine, no high winds",8,3,2,"Female",39
"50",1,2017-02-19,5,"A646","Wet/Damp","Darkness: Street Lights Present::On","Dark","Raining, no high winds",9,1,3,"Male",19
"51",3,2017-02-20,1212,"A644","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,1,3,"Female",74
"52",2,2017-02-21,700,"B6114","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,2,3,"Male",21
"53",1,2017-02-22,1939,"A681","Wet/Damp","Darkness: No Street Lights Present",NA,"Raining, no high winds",3,1,2,"Male",30
"54",1,2017-02-24,1200,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, high winds",9,3,3,"Female",59
"55",1,2017-02-24,2227,"B6113","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Female",17
"56",4,2017-02-28,847,"M62","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Male",35
"57",2,2017-03-04,1500,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",46
"58",2,2017-03-07,823,"A644","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",18
"59",2,2017-08-10,940,"U","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",48
"60",3,2017-03-16,743,"A644","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",8
"61",2,2017-03-16,1415,"A58","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",53
"62",1,2017-03-17,1503,"U","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,3,3,"Female",50
"63",1,2017-03-17,1605,"A58","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",21,3,3,"Female",45
"64",2,2017-03-17,1315,"M62","Dry","Daylight: Street Lights Present","Daylight","Fine, high winds",9,1,3,"Female",43
"65",2,2017-03-19,1508,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",22
"66",2,2017-03-20,700,"M62","Wet/Damp","Darkness: Street Lights Unknown","Dark","Raining, high winds",9,1,3,"Female",21
"67",2,2017-03-20,1550,"A646","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",57
"68",1,2017-03-21,1231,"A629","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",83
"69",1,2017-03-21,1552,"A629","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",19
"70",1,2017-03-22,800,"U","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",9,3,3,"Female",13
"71",2,2017-03-23,900,"A644","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",46
"72",2,2017-03-25,1855,"A629","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,2,3,"Male",3
"73",2,2017-03-26,1353,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",2,1,2,"Male",NA
"74",2,2017-03-29,805,"M62","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",25
"75",2,2017-03-30,444,"A641","Wet/Damp","Darkness: Street Lights Present::On","Dark","Fine, no high winds",19,1,3,"Male",29
"76",1,2017-04-01,1820,"U","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,3,3,"Male",2
"77",3,2017-04-03,1315,"A646","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Female",48
"78",1,2017-04-04,840,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",9
"79",2,2017-04-05,1913,"A672","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,1,3,"Male",34
"80",1,2017-04-07,22,"M62","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",10,1,3,"Male",52
"81",1,2017-04-07,1317,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",9
"82",2,2017-04-07,0,"B6113","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",68
"83",1,2017-04-08,26,"U","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,2,"Male",26
"84",1,2017-04-08,1320,"A641","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",5,1,3,"Female",35
"85",2,2017-04-09,2142,"U","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",18
"86",2,2017-03-31,1130,"A641","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Female",63
"87",2,2017-04-11,1356,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",45
"88",1,2017-04-11,1610,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",11,3,3,"Male",23
"89",3,2017-04-11,1535,"M62","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",19,1,3,"Male",29
"90",1,2017-04-13,1614,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",47
"91",2,2017-04-13,2125,"U","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",42
"92",1,2017-04-21,1325,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",46
"93",1,2017-04-23,1232,"M62","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,2,"Female",58
"94",2,2017-04-23,1835,"U","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,1,3,"Male",5
"95",2,2017-04-25,1700,"U","Wet/Damp","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,1,3,"Male",29
"96",3,2017-04-25,1755,"M62","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",19,1,3,"Female",29
"97",2,2017-04-25,1705,"U","Wet/Damp","Darkness: Street Lights Unknown","Dark","Raining, no high winds",8,2,3,"Female",17
"98",2,2017-04-26,605,"U","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",1,1,3,"Male",25
"99",2,2017-04-27,734,"A629(M)","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",33
"100",2,2017-04-27,1720,"U","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,1,3,"Male",23
"101",1,2017-04-28,943,"M62","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",59
"102",2,2017-04-28,1600,"A58","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",39
"103",2,2017-04-28,1446,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",20
"104",1,2017-05-01,1454,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Female",NA
"105",2,2017-05-06,1949,"U","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",1,1,3,"Male",14
"106",2,2017-05-09,1540,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",3,1,3,"Male",18
"107",2,2017-05-09,1740,"A643","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",1,1,2,"Male",21
"108",3,2017-05-12,900,"A629","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",8,1,3,"Female",25
"109",1,2017-05-12,1515,"A629","Wet/Damp","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",33
"110",2,2017-05-13,1701,"U","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,1,2,"Male",17
"111",2,2017-05-20,932,"A641","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",78
"112",1,2017-05-22,1930,"U","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,3,2,"Male",2
"113",2,2017-05-24,735,"A58","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",44
"114",1,2017-05-23,1230,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Female",29
"115",2,2017-05-24,1933,"U","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,1,3,"Male",22
"116",2,2017-05-25,640,"A58","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,1,2,"Male",40
"117",2,2017-05-15,1515,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",23
"118",1,2017-05-22,1230,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",75
"119",1,2017-05-28,700,"U","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,2,3,"Male",36
"120",2,2017-05-30,1809,"B6112","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,1,3,"Male",58
"121",2,2017-05-31,1933,"U","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,1,3,"Male",39
"122",1,2017-06-01,213,"U","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,3,2,"Male",36
"123",1,2017-06-01,325,"U","Dry","Darkness: No Street Lights Present",NA,"Fine, no high winds",9,1,3,"Male",28
"124",2,2017-06-03,1345,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,2,"Female",6
"125",1,2017-06-03,1805,"U","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",8,2,3,"Female",44
"126",2,2017-06-05,900,"U","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, no high winds",21,1,3,"Male",18
"127",1,2017-06-06,1430,"M62","Wet/Damp","Daylight: Street Lights Present","Daylight","Raining, high winds",9,1,3,"Female",23
"128",2,2017-06-06,1453,"U","Dry","Daylight: Street Lights Present","Daylight","Raining, high winds",9,1,3,"Female",18
"129",2,2017-05-25,1210,"A641","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",75
"130",1,2017-06-13,1355,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,3,3,"Male",65
"131",2,2017-06-13,1628,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",63
"132",4,2017-06-15,1341,"M62","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,2,3,"Male",71
"133",2,2017-06-16,1630,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",84
"134",3,2017-06-16,2230,"B6113","Dry","Darkness: Street Lights Present::On","Dark","Fine, no high winds",9,1,3,"Male",38
"135",2,2017-06-19,1630,"U","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Male",71
"136",2,2017-06-20,713,"A643","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",9,2,3,"Female",30
"137",2,2017-06-20,752,"A58","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",4,1,3,"Male",NA
"138",2,2017-06-20,1600,"M62","Dry","Daylight: Street Lights Present","Daylight","Fine, no high winds",9,1,3,"Female",38
"139",2,2017-06-20,1826,"M62","Dry","Darkness: Street Lights Unknown","Dark","Fine, no high winds",19,1,3,"Male",20
